time,f1_c,f1_a,f1_s,f1_d,f2_c,f2_a,f2_s,f2_d,prg_c,prg_a,prg_s,prg_d,prd_c,prd_a,prd_s,prd_d,pr_s,pr_d,lq_s,lq_d,cmp_a_s,cmp_a_d,cmp_b_s,cmp_b_d,cmp_c_s,cmp_c_d
0.0000,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.1083,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.2103,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.3121,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.4141,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.5164,0,0,0,0,1851,1831,155,0,0,0,0,0,50522,51872,21637,0,53281,0,28700,0,30781,0,1186,0,33567,0
0.6187,0,0,0,0,1873,1851,157,2,0,0,0,0,49122,50522,21067,-570,53246,-35,28695,-5,30779,-2,1186,0,33568,1
0.7203,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
0.8227,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
0.9250,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.0273,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.1296,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.2315,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.3332,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.4355,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.5378,0,0,0,0,1873,1851,157,0,0,0,0,0,49122,50522,21067,0,53246,0,28695,0,30779,0,1186,0,33568,0
1.6400,0,0,0,0,1896,1873,159,2,0,0,0,0,47682,49122,20476,-591,53211,-35,28691,-4,30778,-1,1187,1,33568,0
1.7423,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
1.8446,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
1.9466,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.0489,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.1512,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.2534,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.3554,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.4576,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.5591,0,0,0,0,1896,1873,159,0,0,0,0,0,47682,49122,20476,0,53211,0,28691,0,30778,0,1187,0,33568,0
2.6611,0,0,0,0,1919,1895,161,2,0,0,0,0,46212,47682,19869,-607,53176,-35,28688,-3,30777,-1,1188,1,33568,0
2.7632,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
2.8654,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
2.9674,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.0691,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.1712,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.2733,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.3752,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.4774,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.5798,0,0,0,0,1919,1895,161,0,0,0,0,0,46212,47682,19869,0,53176,0,28688,0,30777,0,1188,0,33568,0
3.6823,2050,0,0,0,1943,1918,162,1,0,0,0,0,44702,46212,19250,-619,53142,-34,28684,-4,30776,-1,1189,1,33569,1
3.7847,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
3.8868,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
3.9887,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.0911,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.1931,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.2949,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.3969,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.4990,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.6013,2050,0,0,0,1943,1918,162,0,0,0,0,0,44702,46212,19250,0,53142,0,28684,0,30776,0,1189,0,33569,0
4.7036,7275,2050,2625,2625,1968,1942,164,2,0,0,0,0,43162,44702,18615,-635,53107,-35,28681,-3,30775,-1,1189,0,33569,0
4.8057,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
4.9074,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.0097,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.1122,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.2142,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.3162,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.4181,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.5199,7275,2050,2625,0,1968,1942,164,0,0,0,0,0,43162,44702,18615,0,53107,0,28681,0,30775,0,1189,0,33569,0
5.6218,15735,7275,9318,6693,1995,1968,167,3,0,0,0,0,41591,43161,17968,-647,53076,-31,28678,-3,30774,-1,1190,1,33570,1
5.7243,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
5.8264,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
5.9288,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.0305,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.1326,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.2347,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.3370,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.4391,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.5409,15735,7275,9318,0,1995,1968,167,0,0,0,0,0,41591,43161,17968,0,53076,0,28678,0,30774,0,1190,0,33570,0
6.6431,27485,15735,20155,10837,2023,1995,169,2,0,0,0,0,40001,41591,17310,-658,53053,-23,28676,-2,30773,-1,1191,1,33570,0
6.7453,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
6.8479,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
6.9501,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.0524,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.1540,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.2559,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.3580,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.4603,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.5626,27485,15735,20155,0,2023,1995,169,0,0,0,0,0,40001,41591,17310,0,53053,0,28676,0,30773,0,1191,0,33570,0
7.6649,42550,27485,35206,15051,2052,2023,171,2,0,0,0,0,38391,40001,16647,-663,53044,-9,28674,-2,30772,-1,1191,0,33570,0
7.7670,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
7.8749,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
7.9772,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.0795,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.1816,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.2840,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.3860,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.4880,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.5902,42550,27485,35206,0,2052,2023,171,0,0,0,0,0,38391,40001,16647,0,53044,0,28674,0,30772,0,1191,0,33570,0
8.6925,60959,42549,54503,19297,2081,2052,174,3,0,0,0,0,36761,38391,15978,-669,53053,9,28672,-2,30772,0,1191,0,33570,0
8.7946,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
8.8963,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
8.9979,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.1001,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.2021,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.3043,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.4069,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.5092,60959,42549,54503,0,2081,2052,174,0,0,0,0,0,36761,38391,15978,0,53053,0,28672,0,30772,0,1191,0,33570,0
9.6109,64324,42549,54503,0,2110,2081,176,2,0,0,0,0,35121,36761,15305,-673,53087,34,28671,-1,30772,0,1191,0,33570,0
9.7132,65535,60958,65535,11032,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,1
9.8165,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
9.9189,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.0207,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.1227,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.2246,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.3266,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.4286,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.5309,65535,60958,65535,0,2110,2081,176,0,0,0,0,0,35121,36761,15305,0,53087,0,28671,0,30772,0,1191,0,33571,0
10.6332,65535,65535,65535,0,2138,2110,179,3,0,0,0,0,33471,35121,14631,-674,53149,62,28670,-1,30773,1,1190,-1,33571,0
10.7348,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
10.8370,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
10.9392,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.0414,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.1435,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.2452,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.3469,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.4491,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.5513,65535,65535,65535,0,2138,2110,179,0,0,0,0,0,33471,35121,14631,0,53149,0,28670,0,30773,0,1190,0,33571,0
11.6536,65535,65535,65535,0,2165,2138,181,2,0,0,0,0,31821,33471,13953,-678,53219,70,28670,0,30774,1,1189,-1,33571,0
11.7557,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
11.8578,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
11.9597,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.0617,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.1638,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.2658,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.3677,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.4696,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.5714,65535,65535,65535,0,2165,2138,181,0,0,0,0,0,31821,33471,13953,0,53219,0,28670,0,30774,0,1189,0,33571,0
12.6739,65535,65535,65535,0,2192,2165,183,2,0,0,0,0,30171,31821,13274,-679,53289,70,28670,0,30774,0,1188,-1,33571,0
12.7760,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
12.8780,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
12.9803,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.0822,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.1844,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.2870,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.3889,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.4920,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.5943,65535,65535,65535,0,2192,2165,183,0,0,0,0,0,30171,31821,13274,0,53289,0,28670,0,30774,0,1188,0,33571,0
13.6965,65535,65535,65535,0,2218,2192,186,3,0,0,0,0,28521,30171,12595,-679,53359,70,28670,0,30775,1,1187,-1,33571,0
13.7985,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
13.9007,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.0028,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.1051,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.2070,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.3090,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.4112,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.5132,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.6160,65535,65535,65535,0,2218,2192,186,0,0,0,0,0,28521,30171,12595,0,53359,0,28670,0,30775,0,1187,0,33571,0
14.7182,65535,65535,65535,0,2243,2218,188,2,0,0,0,0,26881,28521,11914,-681,53429,70,28671,1,30776,1,1186,-1,33571,0
14.8200,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
14.9221,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.0243,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.1263,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.2285,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.3303,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.4323,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.5347,65535,65535,65535,0,2243,2218,188,0,0,0,0,0,26881,28521,11914,0,53429,0,28671,0,30776,0,1186,0,33571,0
15.6367,65535,65535,65535,0,2267,2243,190,2,0,0,0,0,25251,26881,11236,-678,53499,70,28672,1,30777,1,1185,-1,33571,0
15.7390,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
15.8406,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
15.9426,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.0446,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.1469,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.2489,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.3507,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.4523,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.5541,65535,65535,65535,0,2267,2243,190,0,0,0,0,0,25251,26881,11236,0,53499,0,28672,0,30777,0,1185,0,33571,0
16.6561,65535,65535,65535,0,2290,2267,192,2,0,0,0,0,23631,25251,10562,-674,53569,70,28673,1,30778,1,1184,-1,33571,0
16.7581,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
16.8603,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
16.9623,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.0643,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.1667,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.2691,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.3712,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.4733,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.5754,65535,65535,65535,0,2290,2267,192,0,0,0,0,0,23631,25251,10562,0,53569,0,28673,0,30778,0,1184,0,33571,0
17.6778,65535,65535,65535,0,2312,2290,194,2,0,0,0,0,22031,23631,9891,-671,53639,70,28675,2,30779,1,1184,0,33571,0
17.7801,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
17.8818,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
17.9835,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.0851,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.1873,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.2894,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.3918,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.4938,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.5960,65535,65535,65535,0,2312,2290,194,0,0,0,0,0,22031,23631,9891,0,53639,0,28675,0,30779,0,1184,0,33571,0
18.6976,65535,65535,65535,0,2334,2312,196,2,0,0,0,0,20451,22031,9228,-663,53709,70,28677,2,30779,0,1183,-1,33571,0
18.7999,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
18.9022,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.0043,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.1065,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.2089,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.3109,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.4130,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.5152,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.6182,65535,65535,65535,0,2334,2312,196,0,0,0,0,0,20451,22031,9228,0,53709,0,28677,0,30779,0,1183,0,33571,0
19.7207,65535,65535,65535,0,2355,2334,198,2,0,0,0,0,18901,20451,8572,-656,53779,70,28680,3,30780,1,1182,-1,33572,1
19.8227,65535,65535,65535,0,2355,2334,198,0,0,0,0,0,18901,20451,8572,0,53779,0,28680,0,30780,0,1182,0,33572,0
19.9245,65535,65535,65535,0,2355,2334,198,0,0,0,0,0,18901,20451,8572,0,53779,0,28680,0,30780,0,1182,0,33572,0
20.0261,65535,65535,65535,0,2355,2334,198,0,0,0,0,0,18901,20451,8572,0,53779,0,28680,0,30780,0,1182,0,33572,0
20.1289,65535,65535,65535,0,2355,2334,198,0,0,0,0,0,18901,20451,8572,0,53779,0,28680,0,30780,0,1182,0,33572,0
