time,f1_c,f1_a,f1_s,f1_d,f2_c,f2_a,f2_s,f2_d,prg_c,prg_a,prg_s,prg_d,prd_c,prd_a,prd_s,prd_d,pr_s,pr_d,lq_s,lq_d,cmp_a_s,cmp_a_d,cmp_b_s,cmp_b_d,cmp_c_s,cmp_c_d
460.4902,65535,65535,65535,0,2363,2377,201,0,65535,44159,65535,0,23256,21646,9217,0,55432,0,28996,0,30815,0,1068,0,33650,0
460.5924,65535,65535,65535,0,2363,2377,201,0,65535,44159,65535,0,23256,21646,9217,0,55432,0,28996,0,30815,0,1068,0,33650,0
460.6943,65535,65535,65535,0,2363,2377,201,0,65535,44159,65535,0,23256,21646,9217,0,55432,0,28996,0,30815,0,1068,0,33650,0
460.7965,65535,65535,65535,0,2363,2377,201,0,65535,44159,65535,0,23256,21646,9217,0,55432,0,28996,0,30815,0,1068,0,33650,0
460.8988,65535,65535,65535,0,2363,2377,201,0,65535,44159,65535,0,23256,21646,9217,0,55432,0,28996,0,30815,0,1068,0,33650,0
461.0008,65535,65535,65535,0,2348,2363,200,-1,65535,65535,65535,0,24896,23256,9890,673,55306,-126,28999,3,30816,1,1067,-1,33650,0
461.1023,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.2042,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.3064,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.4089,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.5107,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.6130,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.7145,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.8172,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
461.9192,65535,65535,65535,0,2348,2363,200,0,65535,65535,65535,0,24896,23256,9890,0,55306,0,28999,0,30816,0,1067,0,33650,0
462.0210,65535,65535,65535,0,2332,2348,199,-1,0,65535,65535,0,26566,24896,10566,676,55084,-222,29002,3,30817,1,1067,0,33650,0
462.1234,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.2254,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.3271,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.4295,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.5320,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.6341,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.7365,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.8383,65535,65535,65535,0,2332,2348,199,0,0,65535,65535,0,26566,24896,10566,0,55084,0,29002,0,30817,0,1067,0,33650,0
462.9409,65535,65535,65535,0,2316,2332,198,-1,0,0,0,-65535,28236,26566,11251,685,55084,0,29002,0,30817,0,1067,0,33650,0
463.0428,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,-222,29004,2,30817,0,1066,-1,33650,0
463.1449,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.2469,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.3490,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.4514,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.5537,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.6559,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.7582,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.8602,65535,65535,65535,0,2316,2332,198,0,0,0,0,0,28256,26566,11251,0,54862,0,29004,0,30817,0,1066,0,33650,0
463.9619,65535,65535,65535,0,2299,2316,196,-2,0,0,0,0,29966,28256,11974,723,54928,66,29006,2,30818,1,1065,-1,33650,0
464.0642,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.1665,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.2685,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.3710,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.4733,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.5757,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.6778,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.7801,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.8821,65535,65535,65535,0,2299,2316,196,0,0,0,0,0,29966,28256,11974,0,54928,0,29006,0,30818,0,1065,0,33650,0
464.9841,65535,65535,65535,0,2281,2299,195,-1,0,0,0,0,31686,29966,12707,733,54996,68,29007,1,30819,1,1065,0,33650,0
465.0859,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.1883,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.2903,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.3927,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.4949,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.5970,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.6986,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.8010,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
465.9031,65535,65535,65535,0,2281,2299,195,0,0,0,0,0,31686,29966,12707,0,54996,0,29007,0,30819,0,1065,0,33650,0
466.0055,65535,65535,65535,0,2263,2281,193,-2,0,0,0,0,33416,31686,13445,738,55065,69,29008,1,30819,0,1064,-1,33650,0
466.1078,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.2096,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.3115,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.4136,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.5158,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.6183,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.7203,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.8224,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
466.9242,65535,65535,65535,0,2263,2281,193,0,0,0,0,0,33416,31686,13445,0,55065,0,29008,0,30819,0,1064,0,33650,0
467.0266,65535,65535,65535,0,2244,2263,192,-1,0,0,0,0,35156,33416,14188,743,55133,68,29009,1,30820,1,1063,-1,33650,0
467.1289,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.2309,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.3333,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.4350,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.5373,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.6396,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.7419,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.8443,65535,65535,65535,0,2244,2263,192,0,0,0,0,0,35156,33416,14188,0,55133,0,29009,0,30820,0,1063,0,33650,0
467.9464,65535,65535,65535,0,2225,2244,190,-2,0,0,0,0,36896,35156,14937,749,55201,68,29009,0,30820,0,1063,0,33650,0
468.0485,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,1,1062,-1,33650,0
468.1506,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.2527,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.3547,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.4569,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.5585,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.6610,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.7630,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.8656,65535,65535,65535,0,2224,2244,190,0,0,0,0,0,36896,35156,14937,0,55201,0,29009,0,30821,0,1062,0,33650,0
468.9677,65535,65535,65535,0,2204,2224,188,-2,0,0,0,0,38636,36896,15686,749,55269,68,29009,0,30821,0,1062,0,33650,0
469.0714,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.1736,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.2760,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.3784,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.4806,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.5827,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.6841,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.7863,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.8883,65535,65535,65535,0,2204,2224,188,0,0,0,0,0,38636,36896,15686,0,55269,0,29009,0,30821,0,1062,0,33650,0
469.9906,65535,65535,65535,0,2183,2204,187,-1,26240,0,0,0,40376,38636,16436,750,55336,67,29009,0,30822,1,1061,-1,33650,0
470.0933,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.1948,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.2968,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.3991,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.5010,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.6029,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.7053,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.8071,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
470.9089,65535,65535,65535,0,2183,2204,187,0,26240,0,0,0,40376,38636,16436,0,55336,0,29009,0,30822,0,1061,0,33650,0
471.0111,65535,65535,65535,0,2161,2183,185,-2,65535,26240,65535,65535,42106,40376,17187,751,55404,68,29008,-1,30823,1,1060,-1,33650,0
471.1132,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.2154,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.3177,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.4194,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.5217,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.6237,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.7257,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.8281,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
471.9296,65535,65535,65535,0,2161,2183,185,0,65535,26240,65535,0,42106,40376,17187,0,55404,0,29008,0,30823,0,1060,0,33650,0
472.0318,65535,65535,65535,0,2139,2161,183,-2,65535,65535,65535,0,43815,42105,17916,729,55356,-48,29006,-2,30823,0,1060,0,33650,0
472.1340,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.2366,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.3388,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.4407,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.5426,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.6449,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.7472,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.8495,65535,65535,65535,0,2139,2161,183,0,65535,65535,65535,0,43815,42105,17916,0,55356,0,29006,0,30823,0,1060,0,33650,0
472.9515,65535,65535,65535,0,2117,2139,181,-2,0,65535,65535,0,45504,43814,18604,688,55133,-223,29004,-2,30823,0,1060,0,33650,0
473.0537,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,1,1059,-1,33650,0
473.1560,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.2581,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.3606,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.4626,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.5644,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.6669,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.7686,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.8704,65535,65535,65535,0,2116,2139,181,0,0,65535,65535,0,45504,43814,18604,0,55133,0,29004,0,30824,0,1059,0,33650,0
473.9727,65535,65535,65535,0,2092,2116,179,-2,0,0,0,-65535,47174,45504,19280,676,54910,-223,29002,-2,30825,1,1058,-1,33650,0
474.0744,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.1766,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.2783,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.3809,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.4831,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.5850,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.6873,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.7894,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.8919,65535,65535,65535,0,2092,2116,179,0,0,0,0,0,47174,45504,19280,0,54910,0,29002,0,30825,0,1058,0,33650,0
474.9942,63835,65535,65535,0,2068,2092,177,-2,0,0,0,0,48824,47174,20000,720,54975,65,29000,-2,30825,0,1058,0,33650,0
475.0961,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.1976,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.2995,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.4017,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.5039,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.6058,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.7073,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.8095,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
475.9115,63835,65535,65535,0,2068,2092,177,0,0,0,0,0,48824,47174,20000,0,54975,0,29000,0,30825,0,1058,0,33650,0
476.0145,58570,63835,65535,0,2043,2068,175,-2,0,0,0,0,50444,48824,20713,713,55042,67,28997,-3,30826,1,1057,-1,33650,0
476.1167,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.2183,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.3200,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.4224,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.5243,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.6265,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.7284,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.8304,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
476.9323,58570,63835,65535,0,2043,2068,175,0,0,0,0,0,50444,48824,20713,0,55042,0,28997,0,30826,0,1057,0,33650,0
477.0347,49805,58570,65535,0,2017,2043,173,-2,0,0,0,0,52024,50444,21413,700,55107,65,28993,-4,30827,1,1056,-1,33650,0
477.1367,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.2387,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.3404,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.4423,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.5444,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.6466,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.7489,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.8511,49805,58570,65535,0,2017,2043,173,0,0,0,0,0,52024,50444,21413,0,55107,0,28993,0,30827,0,1056,0,33650,0
477.9535,46390,58570,65535,0,1991,2017,171,-2,0,0,0,0,53564,52024,22096,683,55163,56,28989,-4,30827,0,1056,0,33651,1
478.0562,37625,49805,63796,-1739,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.1586,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.2609,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.3630,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.4646,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.5676,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.6695,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.7714,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.8735,37625,49805,63796,0,1991,2017,171,0,0,0,0,0,53564,52024,22096,0,55163,0,28989,0,30827,0,1056,0,33651,0
478.9756,22130,37625,48194,-15602,1965,1991,169,-2,0,0,0,0,55064,53564,22759,663,55205,42,28985,-4,30827,0,1055,-1,33651,0
479.0776,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.1795,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.2814,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.3835,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.4854,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.5873,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.6896,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.7915,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.8937,22130,37625,48194,0,1965,1991,169,0,0,0,0,0,55064,53564,22759,0,55205,0,28985,0,30827,0,1055,0,33651,0
479.9959,3425,22130,28346,-19848,1939,1965,166,-3,0,0,0,0,56524,55064,23401,642,55227,22,28981,-4,30827,0,1055,0,33651,0
480.0981,3425,22130,28346,0,1939,1965,166,0,0,0,0,0,56524,55064,23401,0,55227,0,28981,0,30827,0,1055,0,33651,0
480.1998,3425,22130,28346,0,1939,1965,166,0,0,0,0,0,56524,55064,23401,0,55227,0,28981,0,30827,0,1055,0,33651,0
